,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Iowa,0.007104841475863995,0.0002603303142220575,0.00010991411843457238,0.002082784294830405,0.018222248073422456,0.001324073642123341,0.005556179672785449,0.002431552956553113,0.0031418353003291157,0.003743513068139344,0.003542080899336927,0.0052282286802195835,1.7421526230184914e-05,0.00022101389571630887,0.0020754166583892976,0.052336694257695014,0.019679321383496835,inf,0.03599830750371032,0.013537012527445127,0.007255092006665107,0.0017096153705766317,0.0036649859405491697,0.0020929538362236457,0.015719442874201347,0.03946967083504616,0.01049488737350946,0.06639091391348438,0.0026120721719860617,0.03678779632261732,0.001820431923165851,0.002145650243340307,0.0029623101979232382,0.004559374864321327,0.003097821077339861,0.004379462256869907,0.017197175910983728,1.739880766425735e-05,0.00831362397215984,0.01307577224660695,0.0012802518593397333,0.0036741683856591203,0.0007860112879908405,0.0021332773986958687,0.004760904165790459,0.030188773146893846,0.011917900170094583,0.00614838370038275,0.0031175716345363067,0.0023491740235704623,0.004332955363261055,0.0011461098704585529,0.005890865630673633,0.052289835222121925,0.004513034854223262
Kansas,0.005970462232211544,0.00029042656083672004,0.000123126058957136,0.0035355521099594365,0.018218694194408188,0.0019452153588198962,0.01332457877164824,0.001625156770955176,0.0020553615850644707,0.002385103545752055,0.003098053694803841,0.003929833588755099,1.684491202943405e-05,0.00025863737930126047,0.002954423757048016,0.015720372409239774,0.00844206394892254,0.03599830750371032,inf,0.0069655436807821505,0.008702881838974368,0.0011877201753584502,0.002348569497877942,0.0014296849681060214,0.005728348345847748,0.01227484112744706,0.01058623140252063,0.02731219732224016,0.003781846665794717,0.12203564058539282,0.0028590154633052925,0.001439534854794736,0.0019339953167814435,0.010975597164058307,0.0019495890657004428,0.0029456798784233194,0.013803940688499872,1.6815869111125062e-05,0.004318887592636132,0.049292639833768796,0.001727731783061271,0.0022720407779091593,0.0007153118690913286,0.0014573377005585456,0.003384665916969083,0.04343700168816632,0.007250647357348235,0.013371428556419257,0.005596937697107814,0.0015467803980386491,0.0027494516961994106,0.0014822969954180105,0.0034382284090350127,0.010818505149030032,0.00803733691241451
Kentucky,0.028894039120079727,0.00020190962917566077,0.00010150124956724883,0.0012517952604748463,0.022633582150902387,0.000841998497363858,0.002355161039531879,0.005639259105040958,0.009486654879381124,0.013368520881967686,0.010962836445659816,0.02943567181601214,1.8632359737162348e-05,0.00018603148081524818,0.0010989592580691186,0.05467656370680298,0.39605562797644944,0.013537012527445127,0.0069655436807821505,inf,0.01152713628289387,0.0030807914746320813,0.012937272902443816,0.004436436795611732,0.0175429633629078,0.007009832665120342,0.020905168220733385,0.02842852750330155,0.0012864489771864589,0.005615813280500057,0.0010700220645306297,0.004279026595232353,0.00813383129984705,0.0023833581767183495,0.007508066311600497,0.023206390081703547,0.003894722461823566,1.8598102456022664e-05,0.06431420003859264,0.006301178502052797,0.0007724682470839106,0.010928668492790417,0.0013379520202336172,0.0046297776399595,0.027862399479586613,0.004899906660127588,0.27451820431485285,0.0044516975559722475,0.0015579357428795678,0.004782405887780797,0.019718061417714577,0.000700873549179522,0.03630961018317032,0.014478815087138313,0.0018977284558655708
Louisiana,0.04248794940833038,0.0002175241826727912,0.00012178934246616481,0.0019303393566712055,0.052444604953048826,0.0011542489702515543,0.003378848175973392,0.0021537829395366563,0.003028002938856538,0.0036206339940854635,0.013742658740771815,0.013499484548805007,1.7852854699582106e-05,0.00022722001801608974,0.0012822100837428646,0.011769238260239219,0.010460289866989528,0.007255092006665107,0.008702881838974368,0.01152713628289387,inf,0.001417753267378227,0.003584821589417424,0.0018531892438270875,0.003961369002744946,0.0035691771916515906,0.16194900852038735,0.015371872413345878,0.0014644388621363174,0.0055253058001805445,0.0014787353564977884,0.001755211967479227,0.002708173364469201,0.004405301918374247,0.0024353595278281725,0.006007319270930923,0.0029011423776151785,1.7801063440494995e-05,0.005820971548892425,0.01656254278427463,0.0009235311383117245,0.003041000632150223,0.0013125050505740094,0.0019169001844117463,0.008850801470251937,0.004297867921117804,0.017585916201632308,0.017977513470070053,0.002123468281644959,0.001865087595586127,0.004563039840884803,0.0008062558590048749,0.005319256240749118,0.004691325883961543,0.0022817235823062118
Maine,0.0020882052122458738,0.00013931330106346397,7.289421321558535e-05,0.0004766543082549541,0.0016451462936075648,0.0003750903571133125,0.0007089284904242979,0.03841887757007338,0.013780729413473356,0.010047285370984264,0.0021728783136245613,0.0028890216217321366,2.139539503950467e-05,0.00012047792876275997,0.0004794881470483267,0.0022280628676764635,0.00291222363942244,0.0017096153705766317,0.0011877201753584502,0.0030807914746320813,0.001417753267378227,inf,0.010172016366812083,0.0783484580464908,0.003562358254019275,0.001714328470644101,0.0016672829581117674,0.00183652765294269,0.0005367417542192455,0.0011586985621925353,0.0004412107689779262,0.1342413009538328,0.01824725593256484,0.000684933638616329,0.02378394389386121,0.005081682402521233,0.0011657500815943768,2.1384758013264774e-05,0.004995356347968441,0.0010735329505405244,0.00037246724420905735,0.013878857003864301,0.0013809536294938226,0.061511322735290606,0.0036613342784307416,0.0011500814250655115,0.002673628568126021,0.0009199118070899211,0.0005643350227782033,0.07717552399411588,0.007174848451539519,0.0003546959440663101,0.005976305685490899,0.002322062058900602,0.0006611039195971001
Maryland,0.006970207359531458,0.0001625228416369549,8.68332660871803e-05,0.000728265137172456,0.004324031700590123,0.0005351805477498413,0.001165170620067463,0.042508878575728395,0.44398774669122654,28.19326115169791,0.007058022995580976,0.013120598325650231,2.0088928672898833e-05,0.0001485043260487268,0.0006758946918677759,0.006221449741671093,0.01051711533075968,0.0036649859405491697,0.002348569497877942,0.012937272902443816,0.003584821589417424,0.010172016366812083,inf,0.02346866842370973,0.008172451220077662,0.00301174738765202,0.004603816655925631,0.004676251839859523,0.0007680347870551997,0.002135446952755971,0.0006472124574768869,0.018760517122964584,0.15752175110718056,0.0011672643371453918,0.057417044404816146,0.056620279589787395,0.0018725307707182933,2.0056611502091533e-05,0.032451161915654426,0.0021948520872889727,0.0005067996901366067,0.20032091698232246,0.0018744531877952254,0.026500368940624568,0.02232022883597302,0.0020219677554673557,0.01050483719187705,0.0018294243680021726,0.0008652210793521748,0.02202861349492103,0.2772094813384848,0.0004714362265919758,0.07795458569290295,0.004875466816331653,0.0010175806612646287
Massachusetts,0.0029245960105510416,0.00014460423224698626,7.716119076798522e-05,0.0005377259100470522,0.0021458143280610304,0.000414452733354292,0.0008127620404619285,0.3445942578010779,0.038942335109667194,0.022859215496925562,0.003125332619153565,0.004375017651393959,2.1058421403165168e-05,0.00012823151729301135,0.0005247100238093297,0.0029212326032523606,0.004052451440471813,0.0020929538362236457,0.0014296849681060214,0.004436436795611732,0.0018531892438270875,0.0783484580464908,0.02346866842370973,inf,0.004471112248264716,0.0019814203172167626,0.002215360304640601,0.002358597835267733,0.0005893326462223183,0.0013645011391809289,0.000490862930604914,0.3141022801135505,0.0618927344048416,0.0007968271829975327,0.06454269172192607,0.009004073854708677,0.0013147893317907529,2.1037150779671726e-05,0.00784105101797537,0.0013122384168461423,0.0004041825190070594,0.033173499975674,0.0016814805305010606,4.607112358421438,0.005893516910563807,0.0013345623704489895,0.00381798571587148,0.0011231646098936166,0.0006345369483973218,0.18750472283589734,0.014085226300271517,0.00038188687428883676,0.01040708724571554,0.002823438962964976,0.0007417835547837142
Michigan,0.0056084141211771585,0.00021496964074584952,9.38705804525043e-05,0.0011208880802456773,0.006946885644899487,0.0008030422456407534,0.0022072036140958077,0.005427171029470875,0.006944632413692568,0.008457695408331975,0.0034729870108593276,0.005860356450014602,1.8448119177417155e-05,0.00017684088579965614,0.0011961171425234041,0.020745900000612147,0.02457621540632766,0.015719442874201347,0.005728348345847748,0.0175429633629078,0.003961369002744946,0.003562358254019275,0.008172451220077662,0.004471112248264716,inf,0.017727926158646008,0.005558851024634502,0.012646545646174585,0.001433799653149945,0.0059812886587319565,0.0010260292065971941,0.0048690147517462395,0.006780551924949716,0.001931201219586888,0.008207254386300095,0.007289623799876819,0.006271523002744879,1.843434913121e-05,0.024233468893508667,0.003884954676539175,0.0008131436971252047,0.009690534961272954,0.0009016792093423264,0.0045366191916725775,0.006404319183233947,0.0061006306065714494,0.011398432078860264,0.0026025361482325746,0.0015223433620190833,0.005612509943997317,0.009063885962489922,0.0007568021893291561,0.014002036596811061,0.06185468111346214,0.002027557793035621
Minnesota,0.0037374575331284737,0.00027144638174200417,0.00010331805185906693,0.0017288955785712463,0.006523150534011965,0.0012034810541748182,0.004280778432039321,0.002251031089748054,0.0026818624432804073,0.003074559362060992,0.002253318221486194,0.0031980671904566667,1.731747625840067e-05,0.00021029944586762394,0.002133155813744699,0.014171221523608637,0.009325892138142007,0.03946967083504616,0.01227484112744706,0.007009832665120342,0.0035691771916515906,0.001714328470644101,0.00301174738765202,0.0019814203172167626,0.017727926158646008,inf,0.004651072926984057,0.013120656710806278,0.002737183183626182,0.018838171410275852,0.0016324710285185806,0.0021039371664429364,0.0026132035675073577,0.003130686303254804,0.002906678051727229,0.0031181890849100637,0.03787997395349943,1.7306713881101748e-05,0.005967160453557628,0.005702184950230025,0.001289791019776797,0.003235796240710557,0.0006490917002014903,0.002000717590935512,0.0031232003912268435,0.025291229694282307,0.0058524103798914115,0.003307575969369868,0.0027300501954732404,0.0023075230566289564,0.0033336154583149856,0.0011907089750680829,0.004370314879497134,0.0649055232539968,0.004272635420787109
Mississippi,0.07679737371795795,0.00021744794483560348,0.00011653135810843495,0.0018118520697449842,0.1660264875456946,0.0011066745007473188,0.0034029513410187605,0.002616580335939756,0.0037961404102966373,0.004666137307541155,0.014318127214968241,0.018798759747979423,1.7982420704157873e-05,0.0002180527893280041,0.0013053612815495258,0.021450519094319276,0.0187631182263977,0.01049488737350946,0.01058623140252063,0.020905168220733385,0.16194900852038735,0.0016672829581117674,0.004603816655925631,0.002215360304640601,0.005558851024634502,0.004651072926984057,inf,0.02840367049801951,0.0015112805945777159,0.006677971839997163,0.001429189600270835,0.002108233570456242,0.0033695284963563645,0.004081586492543325,0.003047538628464766,0.007995869597375546,0.0034786256027453956,1.7935920468058515e-05,0.008602103938276796,0.01643129286288815,0.0009214235599242822,0.003898155368898154,0.0012950656664870255,0.0022947733020760516,0.012007500507114958,0.005175590684148429,0.0365310326768047,0.01308451992282962,0.0021046268695650606,0.002261762996285661,0.0060492775999608835,0.0008108333932632392,0.0074739929356739485,0.006637038591564457,0.0023728891831560927
Missouri,0.015459656788700524,0.00023985480939212622,0.00011158659317577933,0.0019694798996479817,0.0729318444567357,0.0012217309149059647,0.0046355985120884605,0.002792648766661246,0.0038745985930197587,0.004776548808588158,0.0058742551939861285,0.009312569188970894,1.7713808865635283e-05,0.00021770426398373612,0.0016919124126512153,0.20843151173779959,0.04168878008616319,0.06639091391348438,0.02731219732224016,0.02842852750330155,0.015371872413345878,0.00183652765294269,0.004676251839859523,0.002358597835267733,0.012646545646174585,0.013120656710806278,0.02840367049801951,inf,0.0020517300637487223,0.01723816495626971,0.0016411979544534226,0.002348823355476321,0.00354577592107421,0.004519157892235834,0.0035077923065032443,0.0064950160346766836,0.007729725083530623,1.768231409839933e-05,0.011561280171675981,0.018367849690261673,0.0011058572349032334,0.004385026409943731,0.0009670172428409922,0.0024232353643282357,0.007776292895537973,0.012750413968433636,0.029170877027890767,0.008707138195999999,0.0026544071160762303,0.002567521737662384,0.005891695919891994,0.0009819173177493367,0.008200918354086597,0.022454125266424048,0.0034279088647811273
Montana,0.0011787889122506052,0.0005536773796951909,0.00014329261524311098,0.007420375940351853,0.0017993182224239788,0.006735262485318046,0.01167258441517216,0.0006350763788534187,0.0007152107575441062,0.0007755304753892123,0.0008612164448838895,0.0009637443651390696,1.4897875207560455e-05,0.0003798783460951548,0.15286366061476303,0.001790875869269026,0.0014177469349974815,0.0026120721719860617,0.003781846665794717,0.0012864489771864589,0.0014644388621363174,0.0005367417542192455,0.0007680347870551997,0.0005893326462223183,0.001433799653149945,0.002737183183626182,0.0015112805945777159,0.0020517300637487223,inf,0.004731118599075883,0.012404219293752976,0.0006032759762469455,0.0006969211491313518,0.005683975429991525,0.0007203278864329709,0.0008431947084912374,0.0050506674190647005,1.4883123124132849e-05,0.001072699017113496,0.0029588420508704287,0.01304193424868539,0.0007731681005307239,0.00034923029073503475,0.0005941310799940609,0.0008968423334899653,0.005203272357928584,0.0012835100968577012,0.002376829253885539,0.02445397416867994,0.0006333895850720182,0.0008287780352463011,0.010025503444613145,0.0009415988195430181,0.0019884680120222983,0.03693962667538087
Nebraska,0.004309737021368458,0.00030744965208529814,0.00012036914324747409,0.0034378673860857934,0.010351287719646553,0.0019995881464162243,0.014272056037235586,0.0015392646859079119,0.0018915085895774054,0.0021694518322368105,0.0024273751149425054,0.003108102523511205,1.6694504418340653e-05,0.00025765839632688745,0.0035205829110702223,0.012095345808511564,0.006913384731486575,0.03678779632261732,0.12203564058539282,0.005615813280500057,0.0055253058001805445,0.0011586985621925353,0.002135446952755971,0.0013645011391809289,0.0059812886587319565,0.018838171410275852,0.006677971839997163,0.01723816495626971,0.004731118599075883,inf,0.002986181134220988,0.0013929471845949965,0.001801753367381819,0.008922747089355698,0.0018610694326451902,0.0025238806373575344,0.030479803639946946,1.667165474495897e-05,0.003856644914255589,0.01896068854704313,0.0019267719151321377,0.0021239221274505006,0.000636740708479467,0.001385896887818936,0.0027835946426616313,0.26329057785954296,0.005511054191416373,0.0078059191651096834,0.006167042724188631,0.0014983291115830953,0.002443583930417533,0.0016714777503475135,0.0030502256977155617,0.012362530087677844,0.010607769509087588
Nevada,0.0011066929956761824,0.0005601075315225994,0.00017755258689397915,0.05515909759388679,0.0016189823732903064,0.06003967442996146,0.009880132226566361,0.0005284136997682371,0.0006023708053068373,0.0006523447827080828,0.0008395057621271783,0.0008835787635660758,1.455659967599771e-05,0.0005116087912702059,0.016742496616658966,0.0014052268074404499,0.0011439596510647394,0.001820431923165851,0.0028590154633052925,0.0010700220645306297,0.0014787353564977884,0.0004412107689779262,0.0006472124574768869,0.000490862930604914,0.0010260292065971941,0.0016324710285185806,0.001429189600270835,0.0016411979544534226,0.012404219293752976,0.002986181134220988,inf,0.0004941957480121423,0.0005823098048465882,0.008341280582576991,0.0005860832196702726,0.000737945096952096,0.002413713050693806,1.4528273725461731e-05,0.0008692248793050264,0.0028697706580505995,0.014582280764815119,0.000635205382599436,0.00035031896159857894,0.0004962388354190081,0.0008054512082940478,0.0028992182822425864,0.001108176361610274,0.0027917418001160046,0.0316765219940044,0.0005156448354734795,0.0007039008249586354,0.008007531551878496,0.000783470637156946,0.0013473563020985702,0.010595936595824597
New Hampshire,0.002705165421810299,0.00014703539364006423,7.639112627604096e-05,0.0005377029177476699,0.002080204129158134,0.00041651846092631854,0.0008197620164715981,0.13968916972659895,0.028000840252753564,0.018529655487740434,0.002760747344701671,0.0038926415865094166,2.094560448720895e-05,0.00012794281011422188,0.000535764345023612,0.0029239628729309077,0.0039986686146954754,0.002145650243340307,0.001439534854794736,0.004279026595232353,0.001755211967479227,0.1342413009538328,0.018760517122964584,0.3141022801135505,0.0048690147517462395,0.0021039371664429364,0.002108233570456242,0.002348823355476321,0.0006032759762469455,0.0013929471845949965,0.0004941957480121423,inf,0.04287828460222258,0.000793108626303259,0.07071741360307868,0.007598803297394487,0.0013781672414001098,2.0930332941527844e-05,0.007661634838569674,0.001294011260104014,0.0004109665958695219,0.030072393122142813,0.0014600183788054286,0.21230088831999924,0.005121737712567224,0.0013747502224362614,0.0036213970398567574,0.0010933292650439719,0.0006412106783347586,1.0329144069808507,0.011889049393622925,0.0003894724667012674,0.009579921145336704,0.0029896981304140717,0.0007563548782920318
New Jersey,0.004757985889695877,0.00015587690294316663,8.290837167372233e-05,0.0006473377157884152,0.0032244919374515013,0.0004853198277981204,0.0010143983128696132,0.18389706726503705,0.7505961234537792,0.14828467212496646,0.004939625625172612,0.007955738879285822,2.0434463512215454e-05,0.00014036625549060462,0.0006156972159144722,0.00458770596743472,0.0070664619904314925,0.0029623101979232382,0.0019339953167814435,0.00813383129984705,0.002708173364469201,0.01824725593256484,0.15752175110718056,0.0618927344048416,0.006780551924949716,0.0026132035675073577,0.0033695284963563645,0.00354577592107421,0.0006969211491313518,0.001801753367381819,0.0005823098048465882,0.04287828460222258,inf,0.0010041119122651827,0.17495682575892843,0.022645303200639594,0.0016549154078766032,2.0406666333690292e-05,0.01766935155786371,0.0017828012683381738,0.0004660580820565016,0.25350358682218704,0.001799495859058897,0.07497151661115335,0.01195204578166667,0.001733613410437563,0.006734671369879873,0.0014983057335528054,0.000768817978535301,0.052482975333057166,0.0512301181448813,0.0004364537004551314,0.02927908249618128,0.004032491318922354,0.0009041389731150007
New Mexico,0.0026976059996452056,0.00035570664372042794,0.00015375162098158032,0.016155009493345477,0.004898680853136025,0.004812620204923299,0.04673091572354784,0.0008782327462651808,0.0010575838438103649,0.001178492554624796,0.0017973281906398882,0.0019035266778950092,1.5814311463778506e-05,0.00035733961254388825,0.004906900100122712,0.0034477553363787116,0.0025709781094353456,0.004559374864321327,0.010975597164058307,0.0023833581767183495,0.004405301918374247,0.000684933638616329,0.0011672643371453918,0.0007968271829975327,0.001931201219586888,0.003130686303254804,0.004081586492543325,0.004519157892235834,0.005683975429991525,0.008922747089355698,0.008341280582576991,0.000793108626303259,0.0010041119122651827,inf,0.0009915565272820758,0.0014359132262478102,0.0043282855211008876,1.577712490564628e-05,0.0017162770551510432,0.015587724487133782,0.00298963522061212,0.0011157689628406903,0.0005537320080271497,0.0008101712513469634,0.0016488349813954834,0.007094238922203891,0.002584333186164109,0.015454429869504302,0.01844719888030023,0.0008348096070211691,0.0013185608965698545,0.0022988496352186307,0.001510584995717672,0.002735870849328115,0.012526790708203266
New York,0.004048009353412847,0.00015927959619833407,8.156051613008232e-05,0.0006444402674676488,0.003023987570412511,0.00048711189330411187,0.0010242326434449188,0.1499841208083044,0.08999068865622976,0.05808155296960162,0.0038773862653970126,0.006160967883307873,2.0317793941029747e-05,0.00013953031009362514,0.0006336702860238665,0.004594235864430414,0.006881537829792069,0.003097821077339861,0.0019495890657004428,0.007508066311600497,0.0024353595278281725,0.02378394389386121,0.057417044404816146,0.06454269172192607,0.008207254386300095,0.002906678051727229,0.003047538628464766,0.0035077923065032443,0.0007203278864329709,0.0018610694326451902,0.0005860832196702726,0.07071741360307868,0.17495682575892843,0.0009915565272820758,inf,0.01443783969924473,0.0017873611743104909,2.0297725220108957e-05,0.017021667534046898,0.0017305221790203111,0.00047636219183203363,0.21374125142382597,0.0014892281269304115,0.06894102670835238,0.008616037517559252,0.0018187686233292416,0.005991017296794053,0.0014225206815168768,0.0007784772022329741,0.11702531183583331,0.029145456437818212,0.00044815365860725984,0.023269000106722636,0.004513807745313399,0.0009292601870853452
North Carolina,0.015353330572961248,0.00016894710089384652,9.343744102986498e-05,0.0008525057784881914,0.0068223276201917205,0.0006060125030608552,0.0013758962125930668,0.01254943639757956,0.03292058891389172,0.0568941692971447,0.016657142317159118,0.047663093899805005,1.9699276969626456e-05,0.00016075472536486064,0.0007421663047888109,0.008513587854496988,0.015692008563950758,0.004379462256869907,0.0029456798784233194,0.023206390081703547,0.006007319270930923,0.005081682402521233,0.056620279589787395,0.009004073854708677,0.007289623799876819,0.0031181890849100637,0.007995869597375546,0.0064950160346766836,0.0008431947084912374,0.0025238806373575344,0.000737945096952096,0.007598803297394487,0.022645303200639594,0.0014359132262478102,0.01443783969924473,inf,0.0019987399350812713,1.9657019170066798e-05,0.03575214219264041,0.002959667492409206,0.0005542702176701311,0.025807535259153372,0.0021424056829215214,0.009771216964409734,0.15977486994778306,0.0023037463494097353,0.0218043315376352,0.0025189158976194896,0.0009947997732466483,0.008358151943432654,0.1592991904876291,0.0005092750380028906,0.08410572998432518,0.005082528386457425,0.0011503552850535093
