,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
North Dakota,0.002652437312385243,0.00032369014244269746,0.00011125131123585604,0.0024414621169538985,0.004753174866361643,0.001681906154943883,0.00734028008058522,0.0014605760794040377,0.0016981478945779782,0.0019028525926421767,0.0016791984466911697,0.002175239864857764,1.6600314140718406e-05,0.0002403689135175262,0.003618975120247865,0.007014913752667369,0.004773444445513209,0.017197175910983728,0.013803940688499872,0.003894722461823566,0.0029011423776151785,0.0011657500815943768,0.0018725307707182933,0.0013147893317907529,0.006271523002744879,0.03787997395349943,0.0034786256027453956,0.007729725083530623,0.0050506674190647005,0.030479803639946946,0.002413713050693806,0.0013781672414001098,0.0016549154078766032,0.0043282855211008876,0.0017873611743104909,0.0019987399350812713,inf,1.6589978202182487e-05,0.003197198550441229,0.005934658383981118,0.0019195205789853194,0.0019564447319340467,0.0005342092482467028,0.001326171534577996,0.0020661839010059613,0.06901909654901768,0.003559155169338532,0.003442175172442838,0.004541515253586525,0.0014846447959263051,0.0020544834702950457,0.0017546969018905206,0.002536240475976208,0.012813096228810272,0.008771266245582604
Northern Mariana Islands,1.8492889732628842e-05,1.104357068308246e-05,9.945341151677482e-06,1.483688731775305e-05,1.7722972878775032e-05,1.4120126466538422e-05,1.5687300688618645e-05,2.0749821724382864e-05,2.0305062764879133e-05,2.002668144624555e-05,1.913703973022791e-05,1.9095571049355212e-05,0.0647068393397179,1.094191866626042e-05,1.4606177151282354e-05,1.7961542155880817e-05,1.84182231117377e-05,1.739880766425735e-05,1.6815869111125062e-05,1.8598102456022664e-05,1.7801063440494995e-05,2.1384758013264774e-05,2.0056611502091533e-05,2.1037150779671726e-05,1.843434913121e-05,1.7306713881101748e-05,1.7935920468058515e-05,1.768231409839933e-05,1.4883123124132849e-05,1.667165474495897e-05,1.4528273725461731e-05,2.0930332941527844e-05,2.0406666333690292e-05,1.577712490564628e-05,2.0297725220108957e-05,1.9657019170066798e-05,1.6589978202182487e-05,inf,1.9100273721989336e-05,1.682575356440769e-05,1.3955442665419022e-05,2.00618556097386e-05,2.2272854900216458e-05,2.1006188048626016e-05,1.9380029415703428e-05,1.6610274471064602e-05,1.85278317907016e-05,1.6732056198619595e-05,1.5114940675147104e-05,2.07432097670868e-05,1.978934753129386e-05,1.3799646641549766e-05,1.9431777968692177e-05,1.782834774947143e-05,1.542476859717303e-05
Ohio,0.012111839892406804,0.0001881583977376256,9.389692116928367e-05,0.000986851718355729,0.00894324401217586,0.0006970554899855138,0.0017543975255197674,0.010799383689345472,0.02105145633557651,0.0345920951013591,0.0077385732363674424,0.01826267371953916,1.9128785577070165e-05,0.0001685222719427815,0.0009229854428527833,0.019064877163821877,0.0512627665673991,0.00831362397215984,0.004318887592636132,0.06431420003859264,0.005820971548892425,0.004995356347968441,0.032451161915654426,0.00784105101797537,0.024233468893508667,0.005967160453557628,0.008602103938276796,0.011561280171675981,0.001072699017113496,0.003856644914255589,0.0008692248793050264,0.007661634838569674,0.01766935155786371,0.0017162770551510432,0.017021667534046898,0.03575214219264041,0.003197198550441229,1.9100273721989336e-05,inf,0.0037290357356024317,0.0006613900236945538,0.029698928754557884,0.0013835920572084544,0.008243436270992877,0.02496371799810152,0.0035900361436319254,0.032258180198386235,0.0027934750484614264,0.0012271912355813863,0.008952079734111745,0.052057117071183864,0.0006094897442198681,0.21005456908675835,0.012289168011894771,0.0015009427288164745
Oklahoma,0.007690117243460586,0.0002767491307874376,0.00013122605424138506,0.003968303368351209,0.025370752830373475,0.0020041676340285474,0.011194041816281232,0.0014894626945037269,0.0019177330801886491,0.0022225896900496113,0.0038908899695820256,0.004455406474723816,1.6864859167333083e-05,0.00027120779911691054,0.0024613216376537816,0.010932947752429641,0.006948142755376637,0.01307577224660695,0.049292639833768796,0.006301178502052797,0.01656254278427463,0.0010735329505405244,0.0021948520872889727,0.0013122384168461423,0.003884954676539175,0.005702184950230025,0.01643129286288815,0.018367849690261673,0.0029588420508704287,0.01896068854704313,0.0028697706580505995,0.001294011260104014,0.0017828012683381738,0.015587724487133782,0.0017305221790203111,0.002959667492409206,0.005934658383981118,1.682575356440769e-05,0.0037290357356024317,inf,0.0015727906884735589,0.002040587954133571,0.0008011235544238979,0.0013424257908545604,0.003613446990916416,0.01179328656310924,0.0073310384610327795,0.057443896894145544,0.005078780115710343,0.0013786734727005113,0.0026077551805292853,0.0013248298631707643,0.003142009039121204,0.005904913926925924,0.005739841047514759
Oregon,0.0007509181825018153,0.0008210452785976165,0.00016954765873773724,0.006360815536228515,0.001038758688021497,0.015142931829920131,0.004004973152936601,0.00043050429630217194,0.00047727894528137773,0.000510694906763314,0.0005878849849788549,0.000629970761766193,1.3972355374583862e-05,0.0005346004766218927,0.025999845135819162,0.000988476017460317,0.0008278552873541631,0.0012802518593397333,0.001727731783061271,0.0007724682470839106,0.0009235311383117245,0.00037246724420905735,0.0005067996901366067,0.0004041825190070594,0.0008131436971252047,0.001289791019776797,0.0009214235599242822,0.0011058572349032334,0.01304193424868539,0.0019267719151321377,0.014582280764815119,0.0004109665958695219,0.0004660580820565016,0.00298963522061212,0.00047636219183203363,0.0005542702176701311,0.0019195205789853194,1.3955442665419022e-05,0.0006613900236945538,0.0015727906884735589,inf,0.0005064231390448172,0.0002731320773001916,0.00040720933353044514,0.0005888020264020263,0.001998400256055429,0.0007804012306255684,0.0014452702326278283,0.00796383420676149,0.00042772103696771886,0.0005413220859845239,0.11671293418563546,0.0005984349451650337,0.0010363673692866582,0.005851855660980452
Pennsylvania,0.005437978468702576,0.00016378135811319735,8.471282731110207e-05,0.0007060380333865664,0.003817965431136799,0.0005248170306764887,0.0011396030190668456,0.06827298091208427,0.22688851002484997,0.2150532202792997,0.005121778929886678,0.00891860931560177,2.008710386169372e-05,0.000145771907372193,0.0006782994624767343,0.00589810331023927,0.00957693394129321,0.0036741683856591203,0.0022720407779091593,0.010928668492790417,0.003041000632150223,0.013878857003864301,0.20032091698232246,0.033173499975674,0.009690534961272954,0.003235796240710557,0.003898155368898154,0.004385026409943731,0.0007731681005307239,0.0021239221274505006,0.000635205382599436,0.030072393122142813,0.25350358682218704,0.0011157689628406903,0.21374125142382597,0.025807535259153372,0.0019564447319340467,2.00618556097386e-05,0.029698928754557884,0.002040587954133571,0.0005064231390448172,inf,0.0016004544552553428,0.036730643732151354,0.013381921085323252,0.002046416492880164,0.008492138200437111,0.001667804732233799,0.0008516899280269887,0.03966015375202728,0.07180185816897611,0.00047360111575127226,0.05047699229213465,0.005269770468794085,0.0010153969678936478
Puerto Rico,0.0016729180871472792,0.00010987019944549461,8.480586711897588e-05,0.0004018522232523843,0.0011120654857434754,0.00031200045207403917,0.0004986431887730473,0.0017163707097775955,0.0019016614381311507,0.0018482616255466075,0.002645919865402551,0.002096059316172536,2.2386738423122208e-05,0.00012226382013463732,0.00032537838824724384,0.0010190148237768527,0.0011953322908793205,0.0007860112879908405,0.0007153118690913286,0.0013379520202336172,0.0013125050505740094,0.0013809536294938226,0.0018744531877952254,0.0016814805305010606,0.0009016792093423264,0.0006490917002014903,0.0012950656664870255,0.0009670172428409922,0.00034923029073503475,0.000636740708479467,0.00035031896159857894,0.0014600183788054286,0.001799495859058897,0.0005537320080271497,0.0014892281269304115,0.0021424056829215214,0.0005342092482467028,2.2272854900216458e-05,0.0013835920572084544,0.0008011235544238979,0.0002731320773001916,0.0016004544552553428,inf,0.0017331709207959913,0.002191815871727916,0.000594603998847652,0.00142299705898129,0.0008397421692818952,0.0004113959830779384,0.001422395070029224,0.0018923615015485826,0.0002535243844111136,0.0016153930972163076,0.0007948027202595178,0.0004283826186453509
Rhode Island,0.0030558425988737735,0.00014501201707180363,7.768901250480144e-05,0.0005447252069157395,0.0022142562819521053,0.00041874986057423644,0.000824137639099572,0.5165975883212067,0.04588232560544664,0.025712601266035914,0.003289182480316736,0.004630963937282494,2.1028936634783323e-05,0.00012911546422390748,0.000528914866130889,0.003006140206777635,0.004202817440114819,0.0021332773986958687,0.0014573377005585456,0.0046297776399595,0.0019169001844117463,0.061511322735290606,0.026500368940624568,4.607112358421438,0.0045366191916725775,0.002000717590935512,0.0022947733020760516,0.0024232353643282357,0.0005941310799940609,0.001385896887818936,0.0004962388354190081,0.21230088831999924,0.07497151661115335,0.0008101712513469634,0.06894102670835238,0.009771216964409734,0.001326171534577996,2.1006188048626016e-05,0.008243436270992877,0.0013424257908545604,0.00040720933353044514,0.036730643732151354,0.0017331709207959913,inf,0.006299706949359994,0.0013522666639282758,0.003988094034081248,0.0011501826660302882,0.0006420021642482663,0.1521866294152624,0.015478595664756336,0.000384336809179912,0.011149884417301593,0.002865795018894356,0.0007497565613102699
South Carolina,0.029938476255679435,0.00017376825085907172,9.791029957602081e-05,0.0009471104207697395,0.009271373773020631,0.0006585833493131434,0.0015335250347039058,0.007661507257569421,0.015577603638596199,0.022453843747407554,0.03411465036134358,0.2252223114335137,1.94271325447432e-05,0.00016939954049219848,0.0007899058555100105,0.009759485562409456,0.017452848776459737,0.004760904165790459,0.003384665916969083,0.027862399479586613,0.008850801470251937,0.0036613342784307416,0.02232022883597302,0.005893516910563807,0.006404319183233947,0.0031232003912268435,0.012007500507114958,0.007776292895537973,0.0008968423334899653,0.0027835946426616313,0.0008054512082940478,0.005121737712567224,0.01195204578166667,0.0016488349813954834,0.008616037517559252,0.15977486994778306,0.0020661839010059613,1.9380029415703428e-05,0.02496371799810152,0.003613446990916416,0.0005888020264020263,0.013381921085323252,0.002191815871727916,0.006299706949359994,inf,0.0024805097177328286,0.03323150114722836,0.0031443245867647505,0.0010907757727169369,0.005543454277461689,0.04136974994856905,0.0005367761830497545,0.03790730951519848,0.004992621239859769,0.0012453887471407666
South Dakota,0.0035735762962725123,0.00031631243258394107,0.00011775641207045331,0.0031695233908488685,0.0076149034522280945,0.0019486872453093583,0.01235394860493786,0.0014976319503495741,0.0018055681305259395,0.0020544453877059804,0.002106249190292726,0.002708821277751144,1.662888413805822e-05,0.0002540054002335914,0.003767370322524735,0.009974350228363854,0.006044119698533777,0.030188773146893846,0.04343700168816632,0.004899906660127588,0.004297867921117804,0.0011500814250655115,0.0020219677554673557,0.0013345623704489895,0.0061006306065714494,0.025291229694282307,0.005175590684148429,0.012750413968433636,0.005203272357928584,0.26329057785954296,0.0028992182822425864,0.0013747502224362614,0.001733613410437563,0.007094238922203891,0.0018187686233292416,0.0023037463494097353,0.06901909654901768,1.6610274471064602e-05,0.0035900361436319254,0.01179328656310924,0.001998400256055429,0.002046416492880164,0.000594603998847652,0.0013522666639282758,0.0024805097177328286,inf,0.0046689590279696295,0.0057012212456576975,0.005959463508662146,0.0014795657500146742,0.0022798210693772223,0.0017581381307629688,0.002837212947053142,0.012962270663282361,0.011293426182309543
Tennessee,0.06257378317678051,0.00020181784356423086,0.00010453002745439462,0.0013207504885382026,0.033531914707402875,0.00087244526369909,0.0024494028062004673,0.004769007908834255,0.007891116096151401,0.010765679440883599,0.015443194609978018,0.045619949388842014,1.8566931437971628e-05,0.00019111037746377034,0.0011025149419597725,0.04290870762120725,0.10684042321152702,0.011917900170094583,0.007250647357348235,0.27451820431485285,0.017585916201632308,0.002673628568126021,0.01050483719187705,0.00381798571587148,0.011398432078860264,0.0058524103798914115,0.0365310326768047,0.029170877027890767,0.0012835100968577012,0.005511054191416373,0.001108176361610274,0.0036213970398567574,0.006734671369879873,0.002584333186164109,0.005991017296794053,0.0218043315376352,0.003559155169338532,1.85278317907016e-05,0.032258180198386235,0.0073310384610327795,0.0007804012306255684,0.008492138200437111,0.00142299705898129,0.003988094034081248,0.03323150114722836,0.0046689590279696295,inf,0.005362592160593274,0.0016060294756072404,0.003985734316474494,0.0158673893149281,0.0007033310054367639,0.02435951731956287,0.010685110370434937,0.001911116247538697
Texas,0.006806628534882153,0.0002681682285047922,0.00014074661763179133,0.004194593133046874,0.014355201244916954,0.0020367708587353704,0.007892955412911476,0.00126325254208169,0.0016155324816619805,0.0018467991694387925,0.003946959330613176,0.003950801795577836,1.677993215329596e-05,0.00028727592719067534,0.0020813501660110426,0.006113162379408337,0.0045909805027820475,0.00614838370038275,0.013371428556419257,0.0044516975559722475,0.017977513470070053,0.0009199118070899211,0.0018294243680021726,0.0011231646098936166,0.0026025361482325746,0.003307575969369868,0.01308451992282962,0.008707138195999999,0.002376829253885539,0.0078059191651096834,0.0027917418001160046,0.0010933292650439719,0.0014983057335528054,0.015454429869504302,0.0014225206815168768,0.0025189158976194896,0.003442175172442838,1.6732056198619595e-05,0.0027934750484614264,0.057443896894145544,0.0014452702326278283,0.001667804732233799,0.0008397421692818952,0.0011501826660302882,0.0031443245867647505,0.0057012212456576975,0.005362592160593274,inf,0.004319845579404432,0.001154059093114025,0.0021588324014624764,0.0012045209043444502,0.0024859251306885923,0.0035034990396574546,0.004143866418053443
Utah,0.0015533950368935678,0.0004704998111680053,0.0001555672865896965,0.02796513650663045,0.0025065974257565704,0.010628943066679277,0.0443666871041751,0.0006895103555725867,0.0007974929867964039,0.0008734280057979251,0.0011064489503254484,0.001204836817774259,1.5140897443468734e-05,0.00040291796898960164,0.02064192321592981,0.00219941956638337,0.0017009827909516997,0.0031175716345363067,0.005596937697107814,0.0015579357428795678,0.002123468281644959,0.0005643350227782033,0.0008652210793521748,0.0006345369483973218,0.0015223433620190833,0.0027300501954732404,0.0021046268695650606,0.0026544071160762303,0.02445397416867994,0.006167042724188631,0.0316765219940044,0.0006412106783347586,0.000768817978535301,0.01844719888030023,0.0007784772022329741,0.0009947997732466483,0.004541515253586525,1.5114940675147104e-05,0.0012271912355813863,0.005078780115710343,0.00796383420676149,0.0008516899280269887,0.0004113959830779384,0.0006420021642482663,0.0010907757727169369,0.005959463508662146,0.0016060294756072404,0.004319845579404432,inf,0.0006733076593754558,0.0009504691889755922,0.005399289776803975,0.0010808019444782644,0.0021348596270653517,0.05105237700453985
Vermont,0.0029022424298180507,0.00015060418235812161,7.742328531657238e-05,0.0005613443635550461,0.0022449083237242396,0.0004329930734615674,0.0008659032173360162,0.15624784059857347,0.032848302141058515,0.021870563608170968,0.0028951439089507105,0.0041855021009502965,2.075823159548689e-05,0.00013059367652683973,0.0005608762443389329,0.0032334974944456763,0.004481343235743513,0.0023491740235704623,0.0015467803980386491,0.004782405887780797,0.001865087595586127,0.07717552399411588,0.02202861349492103,0.18750472283589734,0.005612509943997317,0.0023075230566289564,0.002261762996285661,0.002567521737662384,0.0006333895850720182,0.0014983291115830953,0.0005156448354734795,1.0329144069808507,0.052482975333057166,0.0008348096070211691,0.11702531183583331,0.008358151943432654,0.0014846447959263051,2.07432097670868e-05,0.008952079734111745,0.0013786734727005113,0.00042772103696771886,0.03966015375202728,0.001422395070029224,0.1521866294152624,0.005543454277461689,0.0014795657500146742,0.003985734316474494,0.001154059093114025,0.0006733076593754558,inf,0.01363050673312337,0.00040500369948081867,0.011171580784295016,0.003337815544987321,0.0007983805099716102
Virginia,0.009840420135706353,0.000167922298323212,8.998688821649653e-05,0.000800178730461478,0.005569740906190258,0.000578352561685267,0.001301862047289918,0.021952119082771893,0.08776100952844226,0.2988161621569382,0.00952158398050909,0.021016334503120907,1.9824656042669386e-05,0.0001551896922246124,0.0007272424722008561,0.008006358183235111,0.014774566839337784,0.004332955363261055,0.0027494516961994106,0.019718061417714577,0.004563039840884803,0.007174848451539519,0.2772094813384848,0.014085226300271517,0.009063885962489922,0.0033336154583149856,0.0060492775999608835,0.005891695919891994,0.0008287780352463011,0.002443583930417533,0.0007039008249586354,0.011889049393622925,0.0512301181448813,0.0013185608965698545,0.029145456437818212,0.1592991904876291,0.0020544834702950457,1.978934753129386e-05,0.052057117071183864,0.0026077551805292853,0.0005413220859845239,0.07180185816897611,0.0018923615015485826,0.015478595664756336,0.04136974994856905,0.0022798210693772223,0.0158673893149281,0.0021588324014624764,0.0009504691889755922,0.01363050673312337,inf,0.0005008045242863797,0.20556360286355957,0.005573586419466826,0.0011170785372449407
Washington,0.0006702672424349993,0.0009338096395184352,0.00016397173604590902,0.004202080510766619,0.000912050305023358,0.008357453948124923,0.0030788033620475276,0.0004053946574749364,0.00044559322728135524,0.00047501601537339107,0.0005295127569710544,0.000570218940290998,1.3812521148617583e-05,0.0005214210644368183,0.017276480248122127,0.0008886133914405819,0.0007511986832704839,0.0011461098704585529,0.0014822969954180105,0.000700873549179522,0.0008062558590048749,0.0003546959440663101,0.0004714362265919758,0.00038188687428883676,0.0007568021893291561,0.0011907089750680829,0.0008108333932632392,0.0009819173177493367,0.010025503444613145,0.0016714777503475135,0.008007531551878496,0.0003894724667012674,0.0004364537004551314,0.0022988496352186307,0.00044815365860725984,0.0005092750380028906,0.0017546969018905206,1.3799646641549766e-05,0.0006094897442198681,0.0013248298631707643,0.11671293418563546,0.00047360111575127226,0.0002535243844111136,0.000384336809179912,0.0005367761830497545,0.0017581381307629688,0.0007033310054367639,0.0012045209043444502,0.005399289776803975,0.00040500369948081867,0.0005008045242863797,inf,0.0005523577897272705,0.0009535161738111035,0.004544276214989962
West Virginia,0.011706657798240275,0.00017777961070638187,9.210462111335972e-05,0.0008912097393792881,0.007199879569233809,0.0006361412968404394,0.0015123007028444732,0.0152418508331409,0.039507704716888255,0.08516212892650303,0.009062977341572387,0.022204005579940005,1.9463823283168814e-05,0.00016202171607786623,0.000818675469051314,0.012063482065295178,0.02625799452605022,0.005890865630673633,0.0034382284090350127,0.03630961018317032,0.005319256240749118,0.005976305685490899,0.07795458569290295,0.01040708724571554,0.014002036596811061,0.004370314879497134,0.0074739929356739485,0.008200918354086597,0.0009415988195430181,0.0030502256977155617,0.000783470637156946,0.009579921145336704,0.02927908249618128,0.001510584995717672,0.023269000106722636,0.08410572998432518,0.002536240475976208,1.9431777968692177e-05,0.21005456908675835,0.003142009039121204,0.0005984349451650337,0.05047699229213465,0.0016153930972163076,0.011149884417301593,0.03790730951519848,0.002837212947053142,0.02435951731956287,0.0024859251306885923,0.0010808019444782644,0.011171580784295016,0.20556360286355957,0.0005523577897272705,inf,0.007969523278586622,0.0012930579604837282
Wisconsin,0.005651473173692734,0.00024124804924370528,0.00010053392846070072,0.0014771926256938865,0.009413856250842763,0.00101956858011702,0.0033164810177062566,0.003315657785120467,0.0041926312282457865,0.005004914848300293,0.0031850621091473173,0.005007142074599788,1.7843724755034567e-05,0.0001967494612430253,0.0016103016177360365,0.03322951085162453,0.02196095297221161,0.052289835222121925,0.010818505149030032,0.014478815087138313,0.004691325883961543,0.002322062058900602,0.004875466816331653,0.002823438962964976,0.06185468111346214,0.0649055232539968,0.006637038591564457,0.022454125266424048,0.0019884680120222983,0.012362530087677844,0.0013473563020985702,0.0029896981304140717,0.004032491318922354,0.002735870849328115,0.004513807745313399,0.005082528386457425,0.012813096228810272,1.782834774947143e-05,0.012289168011894771,0.005904913926925924,0.0010363673692866582,0.005269770468794085,0.0007948027202595178,0.002865795018894356,0.004992621239859769,0.012962270663282361,0.010685110370434937,0.0035034990396574546,0.0021348596270653517,0.003337815544987321,0.005573586419466826,0.0009535161738111035,0.007969523278586622,inf,0.0030231444080308675
Wyoming,0.0017431763053942727,0.00044274115364474685,0.00013980184699707512,0.009357744107094123,0.0029523391256472257,0.005316913870572463,0.050901680125425126,0.0008091434156318704,0.0009351039474136909,0.0010287026054830754,0.0011986511664538197,0.0013621765185966364,1.544481041887951e-05,0.000345193331161766,0.019055886482669076,0.0028436700655547747,0.0021237289395808945,0.004513034854223262,0.00803733691241451,0.0018977284558655708,0.0022817235823062118,0.0006611039195971001,0.0010175806612646287,0.0007417835547837142,0.002027557793035621,0.004272635420787109,0.0023728891831560927,0.0034279088647811273,0.03693962667538087,0.010607769509087588,0.010595936595824597,0.0007563548782920318,0.0009041389731150007,0.012526790708203266,0.0009292601870853452,0.0011503552850535093,0.008771266245582604,1.542476859717303e-05,0.0015009427288164745,0.005739841047514759,0.005851855660980452,0.0010153969678936478,0.0004283826186453509,0.0007497565613102699,0.0012453887471407666,0.011293426182309543,0.001911116247538697,0.004143866418053443,0.05105237700453985,0.0007983805099716102,0.0011170785372449407,0.004544276214989962,0.0012930579604837282,0.0030231444080308675,inf
