2020-01-01,武汉,4℃,59%,65
2020-01-01,黄冈,3℃,60%,76
2020-01-01,孝感,3℃,53%,74
2020-01-01,襄阳,0℃,48%,59
2020-01-01,随州,3℃,49%,60
2020-01-01,宜昌,2℃,58%,117
2020-01-01,荆州,4℃,58%,66
2020-01-01,荆门,3℃,45%,80
2020-01-01,鄂州,5℃,50%,82
2020-01-01,温州,6℃,56%,37
2020-01-01,黄石,4℃,46%,63
2020-01-01,咸宁,5℃,56%,50
2020-01-01,十堰,0℃,37%,59
2020-01-01,深圳,17℃,82%,64
2020-01-01,广州,18℃,59%,58
2020-01-01,仙桃,3℃,60%,-1
2020-01-01,长沙,3℃,75%,87
2020-01-01,杭州,0℃,77%,61
2020-01-01,恩施,7℃,64%,117
2020-01-01,台州,4℃,64%,41
2020-01-01,天门,3℃,59%,-1
2020-01-01,南昌,5℃,57%,55
2020-01-01,信阳,1℃,47%,79
2020-01-01,南阳,0℃,43%,78
2020-01-01,成都,8℃,96%,156
2020-01-01,宁波,5℃,61%,26
2020-01-01,郑州,0℃,27%,55
2020-01-01,合肥,-4℃,89%,63
2020-01-01,阜阳,0℃,52%,83
2020-01-01,九江,2℃,60%,51
2020-01-01,岳阳,4℃,70%,65
2020-01-01,南充,8℃,96%,117
2020-01-01,盐城,-3℃,91%,51
2020-01-01,茂名,19℃,67%,70
2020-01-01,西安,-3℃,63%,88
2020-01-01,邵阳,4℃,96%,139
2020-01-01,衡阳,5℃,90%,128
2020-01-01,达州,8℃,85%,152
2020-01-01,梅州,13℃,73%,50
2020-01-01,湛江,20℃,86%,70
2020-01-01,佛山,17℃,62%,59
2020-01-01,南宁,16℃,65%,58
2020-01-01,揭阳,14℃,80%,58
2020-01-01,周口,0℃,37%,64
2020-01-01,东莞,17℃,68%,65
2020-01-01,苏州,1℃,72%,24
2020-01-01,沈阳,-14℃,85%,60
2020-01-01,昆明,12℃,77%,38
2020-01-01,贵阳,8℃,100%,53
2020-01-01,南京,0℃,79%,53
2020-01-01,长春,-19℃,83%,104
2020-01-01,哈尔滨,-24℃,79%,109
2020-01-01,厦门,11℃,76%,50
2020-01-01,惠州,16℃,72%,58
2020-01-02,武汉,4℃,95%,94
2020-01-02,黄冈,5℃,99%,68
2020-01-02,孝感,4℃,93%,75
2020-01-02,襄阳,2℃,57%,155
2020-01-02,随州,2℃,97%,84
2020-01-02,宜昌,2℃,71%,202
2020-01-02,荆州,3℃,85%,89
2020-01-02,荆门,3℃,50%,132
2020-01-02,鄂州,5℃,96%,65
2020-01-02,温州,9℃,76%,56
2020-01-02,黄石,6℃,95%,62
2020-01-02,咸宁,4℃,99%,65
2020-01-02,十堰,1℃,51%,78
2020-01-02,深圳,17℃,78%,42
2020-01-02,广州,16℃,76%,65
2020-01-02,仙桃,3℃,96%,-1
2020-01-02,长沙,6℃,91%,117
2020-01-02,杭州,7℃,80%,53
2020-01-02,恩施,7℃,84%,98
2020-01-02,台州,6℃,90%,52
2020-01-02,天门,3℃,99%,-1
2020-01-02,南昌,8℃,79%,77
2020-01-02,信阳,1℃,95%,143
2020-01-02,南阳,1℃,58%,152
2020-01-02,成都,8℃,91%,133
2020-01-02,宁波,7℃,83%,25
2020-01-02,郑州,2℃,47%,114
2020-01-02,合肥,4℃,92%,79
2020-01-02,阜阳,3℃,79%,123
2020-01-02,九江,5℃,92%,115
2020-01-02,岳阳,4℃,100%,80
2020-01-02,南充,7℃,95%,139
2020-01-02,盐城,4℃,77%,29
2020-01-02,茂名,18℃,82%,58
2020-01-02,西安,0℃,52%,135
2020-01-02,邵阳,7℃,93%,112
2020-01-02,衡阳,9℃,79%,118
2020-01-02,达州,7℃,90%,134
2020-01-02,梅州,14℃,81%,44
2020-01-02,湛江,19℃,86%,38
2020-01-02,佛山,16℃,79%,69
2020-01-02,南宁,18℃,93%,54
2020-01-02,揭阳,15℃,85%,40
2020-01-02,周口,1℃,86%,138
2020-01-02,东莞,15℃,87%,89
2020-01-02,苏州,7℃,73%,29
2020-01-02,沈阳,-19℃,81%,124
2020-01-02,昆明,9℃,72%,42
2020-01-02,贵阳,13℃,86%,53
2020-01-02,南京,5℃,80%,57
2020-01-02,长春,-19℃,86%,170
2020-01-02,哈尔滨,-20℃,70%,163
2020-01-02,厦门,13℃,74%,31
2020-01-02,惠州,16℃,83%,63
2020-01-03,武汉,5℃,85%,124
2020-01-03,黄冈,6℃,92%,102
2020-01-03,孝感,6℃,81%,109
2020-01-03,襄阳,4℃,68%,137
2020-01-03,随州,5℃,80%,102
2020-01-03,宜昌,5℃,61%,163
2020-01-03,荆州,5℃,74%,88
2020-01-03,荆门,4℃,72%,156
2020-01-03,鄂州,5℃,92%,112
2020-01-03,温州,11℃,86%,70
2020-01-03,黄石,5℃,97%,102
2020-01-03,咸宁,5℃,99%,88
2020-01-03,十堰,4℃,57%,115
2020-01-03,深圳,15℃,88%,67
2020-01-03,广州,15℃,90%,70
2020-01-03,仙桃,5℃,84%,-1
2020-01-03,长沙,5℃,95%,49
2020-01-03,杭州,9℃,86%,99
2020-01-03,恩施,8℃,91%,109
2020-01-03,台州,11℃,86%,73
2020-01-03,天门,4℃,99%,-1
2020-01-03,南昌,8℃,85%,97
2020-01-03,信阳,4℃,79%,138
2020-01-03,南阳,3℃,61%,185
2020-01-03,成都,9℃,86%,133
2020-01-03,宁波,11℃,93%,60
2020-01-03,郑州,0℃,73%,169
2020-01-03,合肥,6℃,86%,95
2020-01-03,阜阳,4℃,77%,158
2020-01-03,九江,6℃,91%,132
2020-01-03,岳阳,5℃,100%,85
2020-01-03,南充,8℃,90%,128
2020-01-03,盐城,7℃,85%,27
2020-01-03,茂名,17℃,89%,29
2020-01-03,西安,3℃,56%,172
2020-01-03,邵阳,6℃,100%,72
2020-01-03,衡阳,7℃,85%,83
2020-01-03,达州,9℃,91%,175
2020-01-03,梅州,13℃,91%,67
2020-01-03,湛江,18℃,88%,25
2020-01-03,佛山,16℃,92%,76
2020-01-03,南宁,20℃,83%,44
2020-01-03,揭阳,14℃,97%,50
2020-01-03,周口,4℃,67%,166
2020-01-03,东莞,15℃,96%,82
2020-01-03,苏州,8℃,92%,104
2020-01-03,沈阳,-11℃,85%,256
2020-01-03,昆明,11℃,72%,48
2020-01-03,贵阳,7℃,98%,70
2020-01-03,南京,7℃,100%,64
2020-01-03,长春,-12℃,66%,130
2020-01-03,哈尔滨,-17℃,74%,160
2020-01-03,厦门,13℃,97%,50
2020-01-03,惠州,14℃,94%,83
2020-01-04,武汉,5℃,96%,134
2020-01-04,黄冈,5℃,99%,127
2020-01-04,孝感,5℃,99%,127
2020-01-04,襄阳,6℃,63%,225
2020-01-04,随州,5℃,84%,134
2020-01-04,宜昌,5℃,69%,210
2020-01-04,荆州,5℃,90%,113
2020-01-04,荆门,5℃,68%,183
2020-01-04,鄂州,5℃,97%,135
2020-01-04,温州,14℃,81%,65
2020-01-04,黄石,5℃,96%,110
2020-01-04,咸宁,5℃,99%,113
2020-01-04,十堰,5℃,62%,140
2020-01-04,深圳,17℃,87%,64
2020-01-04,广州,16℃,89%,98
2020-01-04,仙桃,5℃,95%,-1
2020-01-04,长沙,5℃,93%,108
2020-01-04,杭州,8℃,95%,34
2020-01-04,恩施,8℃,95%,77
2020-01-04,台州,12℃,94%,65
2020-01-04,天门,5℃,99%,-1
2020-01-04,南昌,9℃,84%,102
2020-01-04,信阳,6℃,76%,188
2020-01-04,南阳,5℃,56%,256
2020-01-04,成都,3℃,97%,109
2020-01-04,宁波,9℃,99%,54
2020-01-04,郑州,1℃,87%,210
2020-01-04,合肥,7℃,99%,55
2020-01-04,阜阳,6℃,82%,178
2020-01-04,九江,7℃,97%,137
2020-01-04,岳阳,5℃,100%,99
2020-01-04,南充,8℃,93%,138
2020-01-04,盐城,6℃,75%,168
2020-01-04,茂名,20℃,80%,54
2020-01-04,西安,3℃,73%,222
2020-01-04,邵阳,5℃,92%,69
2020-01-04,衡阳,6℃,90%,83
2020-01-04,达州,7℃,94%,166
2020-01-04,梅州,15℃,87%,73
2020-01-04,湛江,20℃,82%,31
2020-01-04,佛山,16℃,93%,100
2020-01-04,南宁,20℃,81%,57
2020-01-04,揭阳,15℃,98%,59
2020-01-04,周口,6℃,70%,208
2020-01-04,东莞,17℃,93%,110
2020-01-04,苏州,8℃,95%,67
2020-01-04,沈阳,-14℃,86%,254
2020-01-04,昆明,9℃,85%,54
2020-01-04,贵阳,6℃,100%,47
2020-01-04,南京,8℃,100%,82
2020-01-04,长春,-11℃,78%,220
2020-01-04,哈尔滨,-20℃,83%,294
2020-01-04,厦门,15℃,87%,27
2020-01-04,惠州,17℃,92%,77
2020-01-05,武汉,7℃,93%,113
2020-01-05,黄冈,8℃,99%,127
2020-01-05,孝感,7℃,99%,99
2020-01-05,襄阳,5℃,98%,186
2020-01-05,随州,6℃,97%,107
2020-01-05,宜昌,4℃,99%,248
2020-01-05,荆州,5℃,98%,147
2020-01-05,荆门,5℃,97%,222
2020-01-05,鄂州,8℃,95%,119
2020-01-05,温州,13℃,93%,38
2020-01-05,黄石,9℃,85%,97
2020-01-05,咸宁,7℃,99%,112
2020-01-05,十堰,5℃,99%,118
2020-01-05,深圳,18℃,84%,55
2020-01-05,广州,18℃,86%,102
2020-01-05,仙桃,7℃,97%,-1
2020-01-05,长沙,7℃,96%,189
2020-01-05,杭州,9℃,94%,77
2020-01-05,恩施,8℃,96%,65
2020-01-05,台州,12℃,94%,25
2020-01-05,天门,6℃,99%,-1
2020-01-05,南昌,9℃,92%,57
2020-01-05,信阳,7℃,99%,156
2020-01-05,南阳,6℃,99%,192
2020-01-05,成都,8℃,79%,99
2020-01-05,宁波,10℃,100%,65
2020-01-05,郑州,5℃,68%,294
2020-01-05,合肥,7℃,79%,145
2020-01-05,阜阳,8℃,76%,279
2020-01-05,九江,8℃,94%,69
2020-01-05,岳阳,7℃,100%,140
2020-01-05,南充,8℃,93%,137
2020-01-05,盐城,2℃,95%,260
2020-01-05,茂名,18℃,89%,56
2020-01-05,西安,5℃,63%,327
2020-01-05,邵阳,7℃,89%,114
2020-01-05,衡阳,8℃,86%,123
2020-01-05,达州,8℃,99%,143
2020-01-05,梅州,18℃,80%,77
2020-01-05,湛江,19℃,90%,35
2020-01-05,佛山,19℃,82%,107
2020-01-05,南宁,19℃,80%,37
2020-01-05,揭阳,17℃,94%,35
2020-01-05,周口,7℃,81%,213
2020-01-05,东莞,17℃,92%,166
2020-01-05,苏州,8℃,86%,120
2020-01-05,沈阳,-14℃,86%,213
2020-01-05,昆明,8℃,94%,48
2020-01-05,贵阳,11℃,100%,32
2020-01-05,南京,8℃,86%,170
2020-01-05,长春,-11℃,89%,222
2020-01-05,哈尔滨,-23℃,82%,277
2020-01-05,厦门,17℃,82%,42
2020-01-05,惠州,18℃,92%,75
2020-01-06,武汉,8℃,97%,63
2020-01-06,黄冈,9℃,97%,55
2020-01-06,孝感,7℃,99%,35
2020-01-06,襄阳,3℃,99%,52
2020-01-06,随州,5℃,97%,30
2020-01-06,宜昌,6℃,99%,83
2020-01-06,荆州,6℃,99%,36
2020-01-06,荆门,3℃,98%,62
2020-01-06,鄂州,9℃,95%,57
2020-01-06,温州,14℃,100%,39
2020-01-06,黄石,10℃,94%,64
2020-01-06,咸宁,9℃,99%,92
2020-01-06,十堰,4℃,99%,29
2020-01-06,深圳,20℃,79%,34
2020-01-06,广州,21℃,70%,74
2020-01-06,仙桃,8℃,96%,-1
2020-01-06,长沙,8℃,98%,113
2020-01-06,杭州,10℃,97%,61
2020-01-06,恩施,9℃,97%,49
2020-01-06,台州,13℃,92%,39
2020-01-06,天门,7℃,99%,-1
2020-01-06,南昌,11℃,97%,78
2020-01-06,信阳,3℃,98%,35
2020-01-06,南阳,3℃,94%,39
2020-01-06,成都,8℃,94%,150
2020-01-06,宁波,14℃,84%,23
2020-01-06,郑州,2℃,99%,202
2020-01-06,合肥,9℃,99%,88
2020-01-06,阜阳,6℃,99%,43
2020-01-06,九江,9℃,97%,103
2020-01-06,岳阳,8℃,100%,98
2020-01-06,南充,9℃,91%,87
2020-01-06,盐城,10℃,95%,35
2020-01-06,茂名,20℃,83%,51
2020-01-06,西安,2℃,96%,102
2020-01-06,邵阳,10℃,89%,122
2020-01-06,衡阳,13℃,81%,127
2020-01-06,达州,8℃,99%,35
2020-01-06,梅州,18℃,74%,55
2020-01-06,湛江,20℃,94%,30
2020-01-06,佛山,21℃,74%,61
2020-01-06,南宁,19℃,87%,53
2020-01-06,揭阳,18℃,88%,53
2020-01-06,周口,3℃,97%,74
2020-01-06,东莞,20℃,78%,27
2020-01-06,苏州,13℃,82%,33
2020-01-06,沈阳,-7℃,79%,170
2020-01-06,昆明,9℃,91%,25
2020-01-06,贵阳,14℃,86%,24
2020-01-06,南京,11℃,97%,51
2020-01-06,长春,-7℃,74%,133
2020-01-06,哈尔滨,-16℃,85%,162
2020-01-06,厦门,16℃,98%,54
2020-01-06,惠州,21℃,76%,51
2020-01-07,武汉,4℃,93%,24
2020-01-07,黄冈,4℃,97%,31
2020-01-07,孝感,3℃,99%,14
2020-01-07,襄阳,1℃,99%,78
2020-01-07,随州,2℃,96%,24
2020-01-07,宜昌,3℃,99%,29
2020-01-07,荆州,3℃,99%,29
2020-01-07,荆门,1℃,97%,30
2020-01-07,鄂州,4℃,94%,36
2020-01-07,温州,17℃,98%,77
2020-01-07,黄石,4℃,95%,31
2020-01-07,咸宁,4℃,99%,48
2020-01-07,十堰,1℃,99%,53
2020-01-07,深圳,20℃,84%,45
2020-01-07,广州,21℃,75%,52
2020-01-07,仙桃,4℃,95%,-1
2020-01-07,长沙,6℃,94%,30
2020-01-07,杭州,13℃,90%,92
2020-01-07,恩施,8℃,94%,26
2020-01-07,台州,18℃,98%,52
2020-01-07,天门,4℃,99%,-1
2020-01-07,南昌,15℃,84%,110
2020-01-07,信阳,2℃,97%,36
2020-01-07,南阳,0℃,99%,53
2020-01-07,成都,4℃,89%,83
2020-01-07,宁波,17℃,95%,19
2020-01-07,郑州,0℃,99%,160
2020-01-07,合肥,4℃,99%,25
2020-01-07,阜阳,2℃,99%,29
2020-01-07,九江,7℃,95%,90
2020-01-07,岳阳,5℃,97%,19
2020-01-07,南充,6℃,95%,74
2020-01-07,盐城,9℃,97%,42
2020-01-07,茂名,21℃,86%,33
2020-01-07,西安,4℃,72%,137
2020-01-07,邵阳,7℃,92%,62
2020-01-07,衡阳,9℃,90%,62
2020-01-07,达州,6℃,92%,19
2020-01-07,梅州,17℃,85%,55
2020-01-07,湛江,21℃,95%,42
2020-01-07,佛山,21℃,77%,53
2020-01-07,南宁,20℃,96%,44
2020-01-07,揭阳,16℃,98%,85
2020-01-07,周口,0℃,96%,40
2020-01-07,东莞,20℃,87%,46
2020-01-07,苏州,12℃,94%,119
2020-01-07,沈阳,0℃,91%,98
2020-01-07,昆明,9℃,54%,25
2020-01-07,贵阳,7℃,87%,29
2020-01-07,南京,9℃,100%,28
2020-01-07,长春,-3℃,97%,108
2020-01-07,哈尔滨,-7℃,86%,185
2020-01-07,厦门,16℃,99%,46
2020-01-07,惠州,20℃,82%,45
2020-01-08,武汉,1℃,89%,45
2020-01-08,黄冈,2℃,93%,51
2020-01-08,孝感,0℃,99%,43
2020-01-08,襄阳,4℃,94%,78
2020-01-08,随州,0℃,97%,64
2020-01-08,宜昌,5℃,92%,59
2020-01-08,荆州,3℃,99%,90
2020-01-08,荆门,5℃,90%,74
2020-01-08,鄂州,2℃,91%,54
2020-01-08,温州,16℃,53%,20
2020-01-08,黄石,3℃,86%,42
2020-01-08,咸宁,3℃,98%,78
2020-01-08,十堰,4℃,99%,69
2020-01-08,深圳,20℃,93%,53
2020-01-08,广州,18℃,89%,84
2020-01-08,仙桃,3℃,95%,-1
2020-01-08,长沙,3℃,97%,52
2020-01-08,杭州,6℃,74%,18
2020-01-08,恩施,7℃,84%,44
2020-01-08,台州,15℃,46%,28
2020-01-08,天门,3℃,97%,-1
2020-01-08,南昌,7℃,68%,46
2020-01-08,信阳,1℃,95%,70
2020-01-08,南阳,3℃,99%,84
2020-01-08,成都,3℃,93%,72
2020-01-08,宁波,8℃,71%,19
2020-01-08,郑州,1℃,88%,78
2020-01-08,合肥,2℃,91%,60
2020-01-08,阜阳,1℃,88%,105
2020-01-08,九江,4℃,81%,39
2020-01-08,岳阳,5℃,100%,92
2020-01-08,南充,6℃,98%,79
2020-01-08,盐城,2℃,82%,33
2020-01-08,茂名,20℃,96%,46
2020-01-08,西安,2℃,80%,112
2020-01-08,邵阳,7℃,76%,39
2020-01-08,衡阳,6℃,79%,43
2020-01-08,达州,6℃,88%,95
2020-01-08,梅州,19℃,68%,62
2020-01-08,湛江,20℃,98%,49
2020-01-08,佛山,19℃,85%,74
2020-01-08,南宁,20℃,97%,62
2020-01-08,揭阳,19℃,95%,71
2020-01-08,周口,0℃,90%,80
2020-01-08,东莞,20℃,86%,84
2020-01-08,苏州,5℃,77%,40
2020-01-08,沈阳,-10℃,81%,118
2020-01-08,昆明,5℃,91%,62
2020-01-08,贵阳,12℃,85%,71
2020-01-08,南京,3℃,95%,60
2020-01-08,长春,-11℃,98%,158
2020-01-08,哈尔滨,-9℃,84%,84
2020-01-08,厦门,18℃,88%,53
2020-01-08,惠州,20℃,89%,80
2020-01-09,武汉,2℃,93%,46
2020-01-09,黄冈,4℃,82%,59
2020-01-09,孝感,1℃,99%,35
2020-01-09,襄阳,0℃,99%,59
2020-01-09,随州,0℃,98%,22
2020-01-09,宜昌,1℃,99%,63
2020-01-09,荆州,2℃,99%,35
2020-01-09,荆门,0℃,97%,28
2020-01-09,鄂州,4℃,91%,55
2020-01-09,温州,9℃,66%,68
2020-01-09,黄石,6℃,80%,52
2020-01-09,咸宁,4℃,93%,53
2020-01-09,十堰,1℃,99%,22
2020-01-09,深圳,18℃,74%,40
2020-01-09,广州,18℃,71%,65
2020-01-09,仙桃,2℃,94%,-1
2020-01-09,长沙,5℃,85%,95
2020-01-09,杭州,4℃,71%,80
2020-01-09,恩施,5℃,87%,22
2020-01-09,台州,6℃,73%,75
2020-01-09,天门,1℃,99%,-1
2020-01-09,南昌,6℃,73%,65
2020-01-09,信阳,0℃,98%,35
2020-01-09,南阳,0℃,99%,42
2020-01-09,成都,8℃,75%,132
2020-01-09,宁波,4℃,77%,67
2020-01-09,郑州,2℃,62%,110
2020-01-09,合肥,0℃,99%,46
2020-01-09,阜阳,0℃,96%,65
2020-01-09,九江,4℃,76%,78
2020-01-09,岳阳,4℃,87%,62
2020-01-09,南充,7℃,100%,87
2020-01-09,盐城,3℃,62%,57
2020-01-09,茂名,19℃,80%,70
2020-01-09,西安,1℃,91%,218
2020-01-09,邵阳,6℃,82%,74
2020-01-09,衡阳,8℃,79%,64
2020-01-09,达州,7℃,92%,49
2020-01-09,梅州,12℃,75%,57
2020-01-09,湛江,20℃,86%,73
2020-01-09,佛山,19℃,75%,66
2020-01-09,南宁,19℃,92%,58
2020-01-09,揭阳,15℃,93%,53
2020-01-09,周口,2℃,78%,57
2020-01-09,东莞,18℃,67%,66
2020-01-09,苏州,5℃,61%,52
2020-01-09,沈阳,-7℃,85%,55
2020-01-09,昆明,12℃,64%,53
2020-01-09,贵阳,10℃,85%,46
2020-01-09,南京,2℃,93%,52
2020-01-09,长春,-13℃,94%,67
2020-01-09,哈尔滨,-19℃,81%,138
2020-01-09,厦门,13℃,70%,57
2020-01-09,惠州,18℃,74%,63
2020-01-10,武汉,2℃,95%,39
2020-01-10,黄冈,2℃,99%,42
2020-01-10,孝感,2℃,99%,48
2020-01-10,襄阳,1℃,88%,89
2020-01-10,随州,1℃,93%,97
2020-01-10,宜昌,1℃,99%,50
2020-01-10,荆州,2℃,91%,65
2020-01-10,荆门,0℃,94%,87
2020-01-10,鄂州,2℃,97%,31
2020-01-10,温州,11℃,65%,56
2020-01-10,黄石,3℃,95%,29
2020-01-10,咸宁,2℃,99%,28
2020-01-10,十堰,2℃,94%,43
2020-01-10,深圳,18℃,82%,56
2020-01-10,广州,20℃,76%,71
2020-01-10,仙桃,2℃,92%,-1
2020-01-10,长沙,3℃,94%,20
2020-01-10,杭州,5℃,97%,51
2020-01-10,恩施,6℃,82%,48
2020-01-10,台州,10℃,80%,54
2020-01-10,天门,2℃,99%,-1
2020-01-10,南昌,4℃,89%,25
2020-01-10,信阳,1℃,98%,107
2020-01-10,南阳,1℃,99%,45
2020-01-10,成都,7℃,75%,70
2020-01-10,宁波,8℃,98%,50
2020-01-10,郑州,3℃,64%,74
2020-01-10,合肥,1℃,99%,64
2020-01-10,阜阳,3℃,90%,90
2020-01-10,九江,3℃,95%,80
2020-01-10,岳阳,2℃,100%,42
2020-01-10,南充,7℃,98%,33
2020-01-10,盐城,5℃,73%,28
2020-01-10,茂名,19℃,89%,37
2020-01-10,西安,1℃,98%,237
2020-01-10,邵阳,3℃,96%,18
2020-01-10,衡阳,4℃,87%,15
2020-01-10,达州,7℃,83%,45
2020-01-10,梅州,13℃,88%,60
2020-01-10,湛江,20℃,95%,48
2020-01-10,佛山,20℃,75%,59
2020-01-10,南宁,19℃,100%,43
2020-01-10,揭阳,14℃,96%,87
2020-01-10,周口,2℃,73%,175
2020-01-10,东莞,18℃,83%,54
2020-01-10,苏州,6℃,90%,33
2020-01-10,沈阳,-15℃,86%,169
2020-01-10,昆明,11℃,67%,45
2020-01-10,贵阳,3℃,100%,30
2020-01-10,南京,4℃,100%,52
2020-01-10,长春,-12℃,97%,160
2020-01-10,哈尔滨,-18℃,84%,255
2020-01-10,厦门,13℃,79%,53
2020-01-10,惠州,19℃,80%,59
2020-01-11,武汉,3℃,93%,45
2020-01-11,黄冈,3℃,96%,36
2020-01-11,孝感,3℃,99%,70
2020-01-11,襄阳,2℃,98%,63
2020-01-11,随州,2℃,94%,50
2020-01-11,宜昌,2℃,99%,52
2020-01-11,荆州,3℃,88%,52
2020-01-11,荆门,2℃,84%,104
2020-01-11,鄂州,3℃,93%,48
2020-01-11,温州,12℃,93%,99
2020-01-11,黄石,3℃,95%,35
2020-01-11,咸宁,3℃,99%,42
2020-01-11,十堰,3℃,99%,47
2020-01-11,深圳,17℃,92%,59
2020-01-11,广州,19℃,83%,71
2020-01-11,仙桃,3℃,91%,-1
2020-01-11,长沙,3℃,93%,33
2020-01-11,杭州,7℃,97%,20
